person_age,person_income,loan_amnt,loan_int_rate
23,100000,15000,7.88
24,100000,16000,14.72
24,110004,14000,7.88
25,100000,25000,10.75
23,113000,14000,13.49
23,120000,14000,9.99
26,100000,24000,10.99
22,100000,15000,13.85
24,120000,14000,10.0
25,100000,4800,7.14
23,100000,20000,11.36
26,100000,14000,13.11
23,122000,14000,13.48
25,100000,15000,12.73
24,100000,25000,15.33
24,100000,24000,10.99
22,128165,14000,8.94
25,100000,14000,10.25
22,140000,14000,13.11
21,100000,5000,7.14
24,145000,14000,12.84
24,100000,17400,16.07
25,100000,8000,10.25
24,100000,12000,15.33
22,100000,20000,11.83
24,148000,14000,5.42
22,88000,25000,18.09
23,100000,1000,14.26
23,100000,15000,16.0
25,100000,25000,11.48
24,100000,10000,12.87
22,100000,15000,8.94
26,100000,10000,14.26
23,100000,7000,8.59
24,100000,13000,11.48
22,46000,14100,14.26
23,100000,10000,13.57
25,100000,12000,8.94
23,100000,10000,12.87
24,100000,12000,12.18
23,100000,25000,11.58
24,100000,15000,12.21
24,88000,25000,18.84
23,32000,14125,7.9
26,30000,6000,7.9
22,100000,24000,13.47
23,100000,6850,13.47
25,33000,14125,9.91
24,88000,15000,10.2
26,30000,1925,6.03
25,100000,15000,11.28
26,100000,7500,8.32
24,88000,6400,11.66
22,40000,14125,11.49
26,100000,12800,9.45
26,92000,14200,10.99
23,100000,15000,11.34
21,78000,14275,9.91
26,135000,14275,9.45
22,74867,17000,16.02
23,100080,20600,12.53
24,88128,1950,9.99
24,74909,14000,9.99
24,100400,10000,16.4
25,100505,35000,11.99
23,100800,20000,7.9
24,35000,14400,15.7
26,100800,8000,11.99
24,100800,21000,11.49
24,100800,10800,10.75
25,75500,6000,14.74
22,30000,15000,6.62
24,100860,6000,5.99
23,36000,14400,13.57
24,100995,16000,7.51
25,101000,17000,11.71
23,101000,20000,17.43
22,30000,7200,10.99
24,34320,14400,16.82
21,36500,14400,15.05
26,101000,16000,7.88
24,101000,24250,12.53
24,89000,25000,15.65
26,43000,14400,9.62
21,101004,14000,10.25
22,43000,14400,7.88
22,30000,6000,7.49
23,101138,20500,13.48
26,101400,5600,6.62
24,101400,9900,8.0
22,48000,14400,13.49
24,101900,13600,6.62
23,102000,30000,16.77
25,102000,6975,9.91
23,51000,14400,7.51
23,102000,25000,11.71
23,102000,35000,7.9
25,102000,8000,12.42
24,102000,12000,15.27
24,102000,23800,8.9
21,56400,14400,18.79
26,102000,13000,5.42
24,57000,14400,7.49
25,102000,11200,7.91
22,102000,18000,8.49
22,102000,10000,7.49
23,90000,15000,9.99
24,102000,9800,10.36
23,102000,10000,11.49
23,59000,14400,8.9
26,102000,6000,13.61
24,102000,20000,10.25
23,102000,6000,7.51
26,102000,20000,11.36
23,60996,14400,12.84
25,61000,14400,12.53
24,102000,24250,11.83
22,102000,7000,12.87
25,62000,14400,13.47
25,64000,14400,9.62
21,102000,18000,14.96
23,102000,15000,8.94
24,70000,14400,12.68
24,90000,19200,12.84
24,70000,14400,12.23
23,72000,14400,11.14
25,102211,15000,11.58
24,72000,14400,10.0
23,68000,14400,17.99
26,102500,11800,6.03
24,102960,16000,7.88
24,102996,20000,6.91
24,102996,5000,14.22
22,102996,8000,7.74
24,103000,21000,13.49
24,103000,24000,16.77
23,103000,4000,13.49
22,103000,15000,15.99
24,103000,8000,10.74
23,103000,21850,10.0
24,103000,6400,10.37
23,103000,17000,14.35
22,76000,14400,14.35
23,78000,14400,14.27
22,80000,14400,11.71
23,80000,14400,12.68
26,91000,5000,14.96
24,77350,25000,15.7
23,30000,4000,15.65
26,81380,14400,10.37
23,103000,20000,17.04
23,82000,14400,7.66
26,103200,9000,6.76
25,103500,7500,6.54
25,85000,14400,8.49
25,30000,3425,6.17
26,94500,14400,10.37
22,104000,13600,6.03
23,104000,9000,10.65
26,78200,15000,14.27
25,104000,14000,10.99
25,104000,10000,6.92
25,100000,14400,11.71
25,30000,1200,16.69
22,100000,14400,10.74
22,30000,3000,10.36
26,30000,7000,9.99
24,104000,14000,9.99
25,113000,14400,11.71
26,130000,14400,14.46
25,104000,11000,13.11
24,135000,14400,12.69
26,28000,14500,12.53
24,104000,25000,12.84
21,104000,15000,9.63
26,104004,15000,14.22
25,92085,2500,15.27
24,104606,5000,15.28
21,104740,19200,11.99
25,30000,14500,14.42
25,105000,9600,11.71
24,105000,13000,9.91
25,30600,14500,17.04
24,105000,12000,16.29
22,105000,12000,6.62
26,105000,4800,11.71
26,105000,7200,10.65
23,105000,7200,7.51
26,105000,5300,12.69
21,30000,14500,14.59
24,105000,11000,5.42
26,36000,14500,9.88
26,105000,12000,11.99
26,37000,14500,15.33
26,105000,12000,10.99
23,105000,20000,11.49
25,105000,16000,8.49
26,105000,10000,7.49
22,105000,3650,11.99
26,105000,6000,10.99
24,105000,5600,15.23
23,105000,19000,11.99
22,31000,14500,11.58
24,105000,6000,9.99
25,36000,14500,14.54
25,105000,4800,15.23
24,43000,14500,10.75
25,37200,14500,13.85
26,105000,5000,8.49
26,105000,10000,15.65
23,45000,14500,10.36
24,105000,9850,9.63
24,105000,25000,10.74
25,45000,14500,13.16
22,105000,15000,15.95
24,55000,14500,6.62
24,49500,14500,11.49
23,105000,15000,16.82
22,51996,14500,13.16
26,59000,14500,11.97
22,105000,6000,14.22
23,105000,12000,11.36
24,105000,10000,7.51
22,105000,16000,12.73
23,105000,12000,10.25
25,105000,12000,13.48
24,105000,18000,8.94
23,105000,20000,11.48
26,105000,15000,8.94
26,93000,25000,16.0
26,100000,14500,8.94
22,105000,12800,11.83
25,105000,5000,11.48
25,162000,14500,7.9
26,30000,12000,11.36
25,105000,12000,12.84
25,105000,15000,12.53
25,30000,11500,11.36
23,30000,3000,12.18
26,105000,25000,11.58
25,30000,10000,14.61
26,105000,9500,9.32
26,105000,5000,7.68
24,60000,14525,10.99
22,30000,2500,12.53
24,48000,14550,9.62
25,105000,6500,13.87
24,105000,4000,11.34
26,35000,14575,10.65
23,30000,14600,6.03
24,105018,28000,15.62
26,60000,14650,12.61
25,31200,14700,12.29
24,82440,14700,8.49
22,24000,15000,12.73
24,105508,3500,7.66
22,105600,8000,11.49
23,105600,25000,6.99
22,28000,15000,10.99
23,105600,15000,7.51
24,105804,15000,7.49
25,105897,25000,11.36
24,105996,3000,7.51
23,105999,8550,9.88
26,28800,15000,10.0
26,106000,5000,12.98
25,106000,12000,6.54
23,106000,10000,7.14
25,79900,15000,11.12
26,29040,15000,9.62
22,30000,15000,15.27
26,30000,7500,11.14
24,106000,4575,7.51
26,30000,15000,12.84
26,106000,10000,15.33
22,106000,25000,18.09
25,106226,20000,12.18
24,106800,11525,5.42
24,106800,16000,13.06
21,31680,15000,12.61
24,106839,14000,7.88
26,30000,5000,11.58
25,106870,6000,15.27
23,106921,30000,9.99
23,106925,24250,12.18
22,106982,30000,14.91
25,30000,3000,9.63
25,107000,24000,5.99
22,80750,24000,15.99
22,32000,15000,9.88
21,32000,15000,11.09
22,32240,15000,13.22
22,107000,10000,7.14
25,107000,1000,7.4
23,95000,19800,13.22
25,107000,7000,12.87
22,107000,17400,13.47
24,30000,15000,15.68
23,95000,15000,17.03
23,33204,2000,14.72
22,107004,10000,7.29
24,107203,6000,7.4
23,107280,25000,16.45
24,30000,7500,10.96
26,107496,20000,12.69
22,33996,2000,8.0
26,107900,16500,8.94
22,108000,8000,15.27
25,108000,4800,12.42
21,34800,2000,11.71
23,34884,2000,6.92
25,108000,15000,6.62
25,35000,2000,9.91
24,35000,2000,10.59
25,108000,21000,11.71
26,35000,2000,13.99
24,108000,10000,5.99
23,108000,35000,8.49
26,108000,6000,7.49
22,35000,2000,12.99
22,35064,2000,8.38
25,35400,2000,8.49
26,108000,7200,9.62
26,96000,10000,21.14
26,108000,9000,5.79
24,108000,9050,5.42
25,108000,24250,10.75
26,108000,9000,10.38
25,108000,10000,7.88
24,108000,9950,14.96
23,108000,4500,7.14
26,36108,2000,16.49
24,37000,2000,5.42
26,108000,13000,8.94
23,37000,2000,11.14
26,108000,18500,12.18
26,108000,10000,13.57
25,37315,2000,6.39
22,38000,2000,11.36
23,108000,14000,11.89
24,108000,18000,12.53
24,108000,10000,9.7
25,108000,15000,10.39
23,108060,14400,14.27
24,38000,2000,11.83
24,108288,10000,8.49
23,38400,2000,7.66
22,108600,14400,13.48
23,108600,8000,12.87
24,108600,15000,12.18
25,32400,2000,14.35
26,39000,2000,12.98
25,108960,10000,13.57
25,109000,12000,7.51
25,109000,16000,6.03
24,33500,2000,13.8
24,109000,8800,12.69
23,109000,7500,8.9
24,109000,6000,11.99
26,109000,15000,6.99
25,109000,5000,8.49
26,109000,20000,6.54
26,109000,20000,10.75
25,109000,15000,10.25
24,109000,15250,11.14
22,97000,14000,11.48
25,109000,14000,9.63
26,109000,6000,7.68
26,109200,2300,7.9
23,109200,10000,8.63
24,109500,3500,10.75
26,109500,20000,17.56
26,109500,5000,10.95
24,109720,20000,10.75
25,110000,5500,6.62
23,40000,2000,11.71
25,33600,15000,11.11
26,110000,5000,12.69
21,33800,15000,11.71
22,33996,15000,14.96
22,40800,2000,6.62
25,110000,1200,13.49
22,34800,2000,16.89
25,42000,2000,9.25
25,110000,10000,12.69
25,110000,28000,9.91
24,110000,27300,7.51
22,42000,2000,10.36
23,28872,2000,10.37
25,110000,8400,12.69
24,110000,5000,6.03
22,110000,2800,8.49
23,110000,2500,6.99
22,110000,28000,7.49
23,42870,2000,5.42
24,110000,10800,6.99
23,110000,7000,10.59
23,42996,2000,13.61
24,110000,10000,15.62
26,37680,2000,14.96
21,110000,14000,9.99
26,83300,28000,15.62
25,44000,2000,7.66
26,110000,23750,12.99
24,98000,16000,14.79
21,44304,2000,13.85
23,45000,2000,13.49
24,45000,2000,13.99
25,39000,2000,7.66
26,110000,5000,9.63
26,45000,2000,11.49
26,110000,4000,6.92
24,110000,13200,15.28
22,110000,9000,11.11
25,110000,10800,6.92
25,110000,6500,10.37
23,110000,18000,10.37
24,45000,2000,7.51
26,110000,12000,10.74
26,110000,15000,11.11
22,39000,2000,14.84
23,28800,12250,7.51
23,45000,2000,7.05
25,45500,2000,13.49
22,110000,8000,12.98
22,110000,6000,9.99
23,110000,7500,13.72
26,110000,15600,6.17
24,45996,2000,12.98
26,110000,20000,13.72
22,45996,2000,11.36
26,110000,17000,8.88
24,110000,7500,6.17
23,110000,5000,6.91
21,110000,10000,6.54
24,110000,5600,12.98
24,110000,10000,13.35
24,42000,2000,12.69
26,110000,8000,14.35
25,110000,15000,7.88
26,110000,4500,14.84
22,110000,12000,7.14
25,110000,5000,7.14
24,42000,2000,15.62
25,98000,25000,16.45
25,48000,2000,10.74
25,110000,20000,7.88
22,110000,14400,14.35
24,110000,8000,6.76
25,110000,8000,7.14
25,110000,25000,11.49
22,48255,2000,6.76
24,110000,15000,10.25
25,49029,2000,11.99
22,110000,8000,13.85
24,110000,16000,12.73
22,98000,25000,10.25
24,110000,6000,8.59
24,44000,2000,8.0
24,98000,5000,13.22
23,50252,2000,13.92
22,34800,15000,14.27
25,35000,15000,7.49
23,110000,20000,11.14
24,110000,12000,8.94
25,110000,8000,9.32
23,29976,15000,10.25
21,36000,15000,6.62
23,36000,15000,13.49
25,36000,15000,9.63
22,98000,9000,9.63
22,110000,20000,12.41
26,36000,15000,7.66
23,36000,15000,14.59
24,98004,2500,8.49
25,110004,15000,7.66
26,110004,12000,10.36
22,36000,15000,13.85
22,30000,15000,11.66
24,110004,25000,12.53
22,110196,25000,11.49
24,28000,10000,10.37
24,110400,3000,7.49
22,110500,12250,11.26
22,98656,7500,13.06
21,111000,28000,7.49
26,111000,5000,5.79
21,28000,4000,7.88
22,37000,15000,10.25
23,111000,8350,11.89
26,111147,15000,13.61
23,28000,1250,10.99
23,111150,10000,8.0
24,111239,14000,7.9
25,111262,20000,12.53
25,37818,15000,13.48
21,32000,15000,15.27
22,38000,15000,7.88
25,38000,15000,16.45
25,111996,16000,11.78
24,112000,20400,11.71
23,38400,15000,6.17
22,112000,4000,8.9
24,39000,15000,9.63
24,112000,6000,9.91
26,39996,15000,13.06
25,112000,16000,6.99
23,112000,12000,11.99
24,112000,3500,5.42
21,40000,15000,14.27
24,112000,3000,5.99
24,112000,20000,6.91
23,40000,15000,11.71
24,112000,15000,15.31
23,34000,15000,11.71
26,40000,15000,10.99
24,112000,9000,9.32
26,85000,2750,9.33
25,100000,9000,9.64
23,40000,15000,7.49
24,40000,15000,7.88
23,112404,6000,13.23
26,40000,15000,14.22
24,112500,8600,13.11
25,112500,18000,11.14
23,40000,15000,8.94
24,40000,15000,12.87
24,112689,24000,9.99
22,112774,6400,13.06
23,112976,20000,6.91
26,34988,15000,13.98
23,113000,22400,7.49
21,27600,1000,15.27
25,113000,21000,11.49
24,113000,17950,11.99
22,41000,15000,12.73
24,85850,12000,15.99
23,113000,12000,7.66
23,113000,8000,5.79
22,113000,25000,12.53
24,113000,2100,7.4
23,42000,15000,13.49
26,101000,25000,17.46
25,113135,25000,10.59
23,113200,24250,10.62
24,113217,6000,7.88
24,113676,7200,6.99
23,113698,15000,7.9
23,42000,15000,11.83
23,114000,17325,11.99
22,27560,2800,11.49
23,114000,6000,8.49
24,42000,15000,11.58
23,114000,8000,12.68
25,36000,15000,15.05
26,114000,14400,7.14
24,42300,15000,11.99
25,102000,25000,20.16
25,114000,10000,9.32
24,114000,15000,9.76
25,27336,5500,13.23
23,36500,15000,15.65
23,114600,10000,13.06
25,114996,5000,13.49
24,27168,7500,9.99
25,102996,20000,14.54
26,114996,24000,10.62
23,115000,10000,14.27
25,115000,19000,13.49
25,115000,4000,6.03
22,43000,15000,8.49
23,115000,24000,7.9
22,43000,15000,10.99
24,37680,15000,19.82
24,115000,15000,6.03
25,38400,15000,10.65
25,115000,18000,7.51
23,115000,5000,14.27
25,115000,19000,13.49
23,45000,15000,7.9
23,115000,8000,8.49
22,115000,12000,5.99
23,115000,5600,5.42
23,115000,10000,10.59
24,115000,35000,16.89
25,115000,7600,6.99
23,45000,15000,7.49
22,103000,15000,9.63
26,45000,15000,7.29
22,45000,15000,10.37
23,39000,15000,15.28
26,45000,15000,8.88
22,115000,13600,7.29
25,115000,20000,15.65
25,115000,20000,6.91
25,115000,4000,7.88
24,115000,1500,6.76
24,115000,10000,7.51
25,45000,15000,13.48
24,115000,8000,7.51
26,115000,6000,10.75
26,39000,15000,16.07
26,103000,14000,13.57
25,115000,8000,19.13
23,39000,15000,12.21
23,45000,15000,12.84
23,115000,13000,11.83
26,115000,15000,12.87
24,115000,15000,11.48
26,39000,15000,15.37
26,115000,20000,13.16
25,115000,25000,12.53
21,115000,20000,10.83
25,39000,15000,12.92
25,115200,14000,6.62
26,115200,4500,11.97
26,46890,15000,12.99
24,115500,3200,16.29
26,47000,15000,7.9
24,115500,10000,7.75
26,115600,9925,7.29
20,115731,9625,10.74
25,115731,7200,7.14
24,115800,12000,10.99
24,47000,15000,18.64
25,116000,35000,17.58
23,116000,15825,15.62
22,116000,12000,10.25
23,47000,15000,11.48
25,31000,1800,8.32
25,116000,19950,9.96
23,116004,14000,12.99
22,33000,1800,5.42
26,116004,20000,12.21
23,33195,1800,11.99
24,26400,3000,10.59
24,33660,1800,7.51
21,34000,1800,11.49
22,116700,6000,8.49
23,35000,1800,10.59
23,104736,25000,14.11
24,26400,9600,7.49
24,35000,1800,7.14
21,26400,3000,14.54
26,35000,1800,11.36
22,117000,11000,6.92
25,30000,1800,8.49
21,117000,4800,14.54
26,26400,8000,5.79
26,117000,7200,10.74
23,117000,3700,10.74
26,117000,6000,7.51
22,89250,25000,12.53
23,117000,14000,15.68
22,26400,7300,13.61
23,37500,1800,8.94
22,117000,7500,13.24
25,117014,8400,7.29
23,117696,15000,6.03
24,117996,18000,17.04
24,118000,28000,7.9
26,118000,25000,7.9
26,40000,1800,13.23
24,118000,5000,5.42
25,118000,15000,7.88
25,118000,25000,11.12
23,118000,12000,13.11
23,47000,15000,12.04
21,118000,14000,7.88
25,118000,2000,7.12
25,118189,25000,11.49
22,48000,15000,15.96
22,118812,15000,13.35
24,42000,15000,15.27
22,119000,35000,16.49
22,107000,24000,19.69
22,42000,15000,9.63
23,48000,15000,6.91
26,119000,9000,7.74
26,119000,15000,14.42
23,119496,12000,7.88
23,119500,24000,7.51
24,119500,3500,12.18
22,26000,7100,7.49
25,120000,10000,9.91
23,48000,15000,10.75
22,48000,15000,7.51
21,48000,15000,11.48
24,120000,10000,6.03
26,120000,23000,6.62
22,48000,15000,11.89
24,120000,20000,7.9
23,120000,4400,11.71
23,48800,15000,11.36
25,43000,15000,15.57
25,49000,15000,12.18
24,49812,15000,6.17
25,120000,3000,14.27
22,120000,8000,12.69
22,120000,8900,11.71
22,50000,15000,6.03
25,120000,21000,7.9
25,120000,28000,7.9
23,120000,2400,12.42
25,120000,15000,14.65
26,50000,15000,9.91
24,50000,15000,13.49
25,120000,10000,6.62
24,25920,3250,15.99
23,120000,10000,9.91
23,120000,4000,10.65
22,25899,6250,12.69
23,120000,5000,8.9
24,120000,7000,15.62
25,120000,5000,8.49
26,120000,5600,13.49
23,120000,8500,5.42
22,44000,15000,11.11
23,120000,30000,11.49
22,120000,16800,15.62
26,120000,10000,5.99
23,50000,15000,10.37
24,91800,10000,19.29
26,108000,15000,11.49
25,120000,21000,13.49
23,120000,12000,5.42
25,120000,10000,20.99
22,120000,5000,14.79
24,120000,20000,9.99
24,120000,5275,5.42
23,120000,6000,6.99
23,50000,15000,13.61
22,120000,12000,7.49
24,120000,16000,6.99
23,50000,15000,7.88
24,91800,5000,15.99
23,120000,6000,9.99
25,44000,15000,14.59
24,50000,15000,11.36
24,120000,4800,5.99
24,120000,20000,12.99
23,120000,3600,10.59
22,120000,22000,7.49
23,120000,3750,5.42
26,120000,13000,10.99
25,120000,14500,7.49
26,120000,5000,13.49
26,120000,8000,7.29
25,120000,10000,5.42
26,50004,15000,13.72
22,50004,15000,15.05
24,120000,14000,10.74
22,44172,15000,10.37
26,50400,15000,10.75
25,120000,28000,10.74
25,50500,15000,11.14
25,120000,10000,10.37
26,120000,10000,5.42
22,120000,17400,7.66
22,51000,15000,11.11
23,120000,6000,13.06
25,25000,6000,7.51
24,51000,15000,11.12
23,120000,24250,16.02
25,51000,15000,13.48
23,120000,16000,10.37
24,120000,15000,15.28
25,120000,13000,9.99
26,91800,10000,16.32
24,51500,15000,8.49
24,51996,15000,13.22
26,120000,10000,5.42
24,120000,8400,13.72
23,46000,15000,16.0
23,52000,15000,14.26
24,120000,25000,15.2
25,52000,15000,12.18
25,120000,25000,13.72
25,120000,4000,5.42
22,52500,15000,10.37
25,120000,9500,5.42
24,120000,3000,6.39
23,120000,6000,6.76
23,120000,8000,13.61
24,91800,15000,16.32
22,52596,15000,10.74
26,120000,4600,6.39
23,120000,10000,7.88
26,120000,4000,7.14
23,120000,10000,7.51
23,120000,4900,7.14
24,23000,1600,7.68
25,25000,1600,9.99
24,120000,12000,7.51
25,25000,1600,12.98
24,25000,1600,12.53
23,26000,1600,16.29
25,120000,6000,6.76
26,120000,10000,14.59
22,26880,1600,11.12
22,28150,1600,6.39
25,28800,1600,6.62
23,29124,1600,10.83
26,120000,10000,12.73
26,120000,15000,13.11
25,30000,1600,16.29
24,91800,16000,14.22
21,120000,15000,10.25
22,31000,1600,9.32
26,120000,20000,13.85
23,120000,25000,15.31
24,120000,21000,14.26
25,25000,17500,14.22
26,25000,5000,9.88
23,29000,1600,7.88
24,37500,1600,11.03
26,32000,1600,14.46
23,120000,14000,8.94
25,25000,2000,10.99
22,25000,13000,7.88
23,120000,17000,8.94
24,32400,1600,13.98
22,120000,18000,8.94
26,120000,16000,8.94
22,120000,9600,13.22
26,120000,20000,17.74
24,120000,25000,18.53
23,25000,8000,8.59
26,120000,20000,13.79
23,45000,1600,10.08
23,48000,1600,13.98
24,120000,15200,12.21
22,48000,1600,14.26
23,108000,18000,11.26
23,53616,1600,12.42
23,120000,20000,12.21
24,120000,16000,9.63
21,51000,1600,15.62
23,60000,1600,13.99
21,54000,1600,14.96
24,62000,1600,13.85
25,120000,20000,11.14
24,108000,25000,13.99
26,120000,25000,15.76
23,120000,23000,11.03
26,120000,25000,9.76
24,120000,9500,11.66
25,120000,3000,10.14
23,70000,1600,11.14
22,82000,1600,11.89
22,24996,13000,8.88
22,120456,20000,14.96
21,24996,5000,7.51
22,34480,1550,15.21
25,120775,15000,13.11
26,26989,1525,15.23
25,121000,13600,11.99
23,121000,3600,5.79
24,121000,20400,10.75
22,12000,1500,6.99
25,121000,3600,11.83
23,14088,1500,8.88
25,121680,15000,10.37
25,14400,1500,12.99
23,122000,16000,13.49
25,110000,12000,15.99
22,24744,5000,11.89
22,122000,6000,6.92
25,122000,35000,13.8
23,122000,12000,7.29
22,24600,4750,10.0
25,122000,20000,13.23
26,14400,1500,9.25
21,15600,1500,11.86
26,122000,6000,7.51
25,122000,10000,13.57
25,122000,10000,8.94
23,122004,11200,10.99
25,16200,1500,6.91
21,17000,1500,18.64
24,94102,8475,12.99
22,18000,1500,18.64
24,123000,8000,12.68
22,123000,7000,7.51
24,123000,4750,10.99
21,18000,1500,12.61
26,18000,1500,11.36
21,18000,1500,12.87
26,111917,25000,15.31
26,123996,2000,5.42
25,123996,10000,6.54
23,124000,16000,6.03
21,18000,1500,12.18
26,18700,1500,5.42
24,124000,12000,10.36
22,24000,8000,7.51
26,112000,20000,12.53
26,124500,6000,10.62
26,124726,15000,7.29
23,124800,5000,6.62
21,112800,16000,13.48
23,24000,6000,15.23
23,24000,5000,7.49
23,125000,35000,8.9
25,125000,20000,11.71
25,125000,15000,7.9
23,20004,1500,9.62
25,24000,6000,5.42
25,125000,30000,14.27
24,20160,1500,13.35
22,21216,1500,11.86
25,125000,12000,9.91
22,24000,4200,15.62
24,23004,1500,7.68
22,24000,1500,18.79
24,125000,28000,9.91
26,24000,1500,14.54
23,24000,1500,11.49
25,96050,35000,19.29
25,125000,10000,5.99
21,24000,1500,13.85
26,25000,1500,14.7
25,125000,25000,10.59
26,25200,1500,13.49
26,125000,6000,5.42
26,125000,10200,7.49
22,26400,1500,11.11
24,125000,15000,7.66
21,125000,6000,5.79
24,125000,25000,10.0
25,53000,15000,14.27
25,113000,5000,14.54
26,113000,12000,7.29
26,53307,15000,10.39
25,125000,12000,11.11
23,53500,15000,13.47
26,48000,15000,18.64
25,48000,15000,17.49
26,125000,24000,15.28
23,48996,15000,15.99
23,54996,15000,14.83
23,125000,10000,9.99
24,54996,15000,11.14
25,125000,25000,11.49
26,55000,15000,11.12
25,125000,12000,7.88
23,113000,10000,10.38
22,49000,15000,14.61
26,125000,15000,13.85
26,125000,20000,13.11
24,125000,10000,10.99
24,24000,6400,8.88
22,55000,15000,12.84
21,125000,10000,7.51
24,49200,15000,18.39
22,24000,5000,13.35
26,125000,7400,12.53
25,55315,15000,10.74
24,49700,15000,15.68
23,96050,15000,19.13
22,24000,3000,13.61
26,125000,16000,8.94
23,113000,19750,21.21
21,50000,15000,15.7
24,56000,15000,12.87
25,125000,8000,9.63
25,125000,14000,14.42
23,125000,7500,8.0
26,125000,9600,5.79
23,24000,7000,11.86
25,57000,15000,13.85
22,24000,6000,11.49
22,125004,30000,7.9
25,125004,15000,7.88
22,125004,10000,14.74
22,125555,9000,10.99
25,126000,15000,7.9
22,126000,3600,15.99
26,114000,6000,10.0
24,53000,15000,16.77
26,126000,11000,7.14
23,24000,7000,7.14
22,126000,24000,11.36
26,24000,2500,11.83
26,126000,7500,13.92
22,60000,15000,11.71
23,97583,6950,13.67
23,126996,11000,10.0
25,127000,6000,9.91
26,127000,6000,5.42
24,97750,24000,17.39
25,97750,20000,17.39
24,115000,12000,15.05
26,127500,10000,7.51
22,127500,15000,7.49
23,54000,15000,15.27
26,127500,24250,15.31
25,127741,12000,7.88
26,127992,26000,13.99
26,128000,35000,8.9
24,128000,12000,6.03
26,60000,15000,6.03
23,128000,6000,7.49
23,128000,4800,12.99
22,128000,21600,6.91
23,128000,3000,14.72
22,128474,30000,7.29
25,128500,15000,12.53
25,128600,28000,7.9
22,60000,15000,11.71
23,129600,13500,5.42
25,129600,3000,11.12
23,129996,30000,11.11
25,129996,7500,11.86
24,60000,15000,13.99
22,60000,15000,10.59
25,60000,15000,12.99
22,130000,3000,13.49
23,60000,15000,11.11
26,130000,3000,17.58
24,60000,15000,6.17
24,130000,6000,6.62
22,60000,15000,13.35
26,130000,10000,6.03
26,130000,35000,18.25
24,130000,5000,12.42
26,130000,18000,7.9
26,130000,6500,15.99
24,130000,7000,11.99
24,60000,15000,13.85
26,130000,8600,5.99
23,60000,15000,14.22
24,60000,15000,11.83
24,130000,6000,10.59
25,130000,8000,13.49
23,60000,15000,11.83
23,130000,15000,12.87
25,130000,15000,11.14
25,130000,3000,5.42
23,130000,6800,8.49
23,130000,5000,14.79
22,60132,15000,14.26
22,54225,15000,16.7
23,60480,15000,10.83
23,130000,5000,5.79
24,100300,30000,14.91
23,130000,6000,5.79
24,130000,25000,10.74
25,130000,6325,6.54
22,55000,15000,14.83
24,61100,15000,12.53
23,130000,25000,11.12
24,130000,15000,7.88
25,130000,12000,7.51
24,61284,15000,18.25
24,130000,13000,13.61
25,130000,20000,13.48
26,130000,4000,10.99
25,130000,25000,11.36
23,56000,15000,12.69
23,130000,10000,11.36
23,130000,20000,10.62
21,56000,15000,16.0
21,62004,15000,7.29
24,130000,25000,12.53
24,130000,15000,14.26
22,130000,24250,12.18
25,62280,15000,8.94
24,130000,25000,11.83
23,130000,22600,14.96
22,22800,9000,5.99
22,130000,25000,11.83
22,130000,13000,11.14
25,130000,19400,16.0
24,62400,15000,9.45
23,130000,15000,13.22
22,130000,13000,8.94
25,130000,21000,13.16
25,130000,15000,11.89
26,130000,7000,8.0
25,58000,15000,18.25
24,130000,1250,10.95
24,130000,20000,11.58
26,130000,5000,9.64
23,130008,9000,7.74
23,130104,24000,6.54
23,130208,20000,12.73
22,130920,15000,8.94
23,130992,6000,7.51
21,65000,15000,12.42
26,22440,4750,11.86
25,131000,7500,12.29
24,131004,24000,7.49
24,22320,1000,16.32
23,22300,7500,11.12
26,132000,2000,7.51
24,59000,15000,14.79
26,132000,10200,7.9
23,132000,15000,6.99
25,65000,15000,13.49
24,132000,14000,17.49
25,59000,15000,9.99
26,132000,11200,10.99
26,65000,15000,7.66
22,132000,10000,7.66
23,132000,9600,7.14
24,65000,15000,6.17
25,59000,15000,16.45
25,120000,25000,10.99
23,65000,15000,11.12
23,132000,9000,11.34
24,132132,28000,8.49
23,65000,15000,7.88
22,65000,15000,11.36
26,132500,12000,12.69
24,65000,15000,9.88
23,65000,15000,8.94
24,132652,28000,8.49
26,132750,12000,11.49
24,133000,3000,11.99
24,133000,4000,7.4
24,103044,11600,15.05
25,65000,15000,16.32
25,65000,15000,9.63
26,134000,30000,13.49
25,59004,15000,15.58
22,65004,15000,16.95
26,134400,10000,12.68
25,134748,25000,10.75
23,60000,15000,10.62
24,66500,15000,6.54
24,135000,21000,12.69
20,135000,15000,15.96
24,135000,8800,6.03
26,135000,6700,6.03
25,135000,10000,15.62
24,135000,5225,7.49
24,135000,25000,7.49
26,135000,24000,12.99
23,135000,12500,15.99
24,135000,6000,6.92
24,135000,21000,10.74
22,21600,5000,7.9
23,135000,16000,6.91
24,135000,17000,6.17
22,68000,15000,10.37
26,104550,24000,15.21
24,135000,21000,10.38
26,104550,15000,15.33
23,69000,15000,10.65
21,69000,15000,8.49
25,135000,25000,16.07
25,135000,20000,12.73
24,69400,15000,13.24
23,69996,15000,13.43
24,123000,24250,12.87
23,135000,10000,18.43
23,69996,15000,11.89
22,135000,10800,8.0
25,70000,15000,16.02
24,135000,12000,9.38
23,136000,9800,15.99
21,70000,15000,10.38
25,136000,8000,12.87
